file	merge_min	min_redundancy	merge_max	max_redundancy	initial_redundancy	final_redundancy
aey-x-bible.txt.clean.txt.measures.tsv	350.0	0.07781802205990385	3150.0	0.19066711477139664	0.07781802205990385	0.19066711477139664
amp-x-bible.txt.clean.txt.measures.tsv	350.0	0.07934240656973368	4700.0	0.1620377277231232	0.07934240656973368	0.1620377277231232
ape-x-bible.txt.clean.txt.measures.tsv	350.0	0.0855060613084131	4050.0	0.21853209608164526	0.0855060613084131	0.21853209608164526
apu-x-bible.txt.clean.txt.measures.tsv	350.0	0.07753638814142871	3850.0	0.1624896561324043	0.07753638814142871	0.1624896561324043
arn-x-bible.txt.clean.txt.measures.tsv	350.0	0.08611766158932788	3150.0	0.23823395505852707	0.08611766158932788	0.23823395505852707
arz-x-bible.txt.clean.txt.measures.tsv	350.0	0.05963878834460801	4200.0	0.09702713472634583	0.05963878834460801	0.096136864342246
bsn-x-bible.txt.clean.txt.measures.tsv	350.0	0.07613266493893533	4150.0	0.22755661443760367	0.07613266493893533	0.22755661443760367
cha-x-bible-2003.txt.clean.txt.measures.tsv	350.0	0.09374359992188697	3500.0	0.22802035358114825	0.09374359992188697	0.22802035358114825
deu-x-bible-neue.txt.clean.txt.measures.tsv	350.0	0.07698788137330603	3450.0	0.18046378777644556	0.07698788137330603	0.18046378777644556
dgz-x-bible.txt.clean.txt.measures.tsv	350.0	0.0758962426503591	2550.0	0.18374069616825572	0.0758962426503591	0.18374069616825572
ell-x-bible-modern2009.txt.clean.txt.measures.tsv	350.0	0.08905540407862123	3950.0	0.19312344871777176	0.08905540407862123	0.19312344871777176
eng-x-bible-kingjames.txt.clean.txt.measures.tsv	350.0	0.08855662280934484	2550.0	0.23818662271018476	0.08855662280934484	0.23818662271018476
eus-x-bible-batua.txt.clean.txt.measures.tsv	350.0	0.06930369106709633	3850.0	0.12720111312058047	0.06930369106709633	0.12720111312058047
fij-x-bible-1974.txt.clean.txt.measures.tsv	350.0	0.1572735561662505	1800.0	0.30617317502931674	0.1572735561662505	0.30617317502931674
fin-x-bible-1992.txt.clean.txt.measures.tsv	350.0	0.06931399284225159	4450.0	0.12099556446808535	0.06931399284225159	0.12099556446808535
fra-x-bible-perret.txt.clean.txt.measures.tsv	350.0	0.08768228692269309	3550.0	0.20555932870141713	0.08768228692269309	0.20555932870141713
gug-x-bible.txt.clean.txt.measures.tsv	350.0	0.08409678007053212	3450.0	0.17170904936339493	0.08409678007053212	0.17170904936339493
hae-x-bible.txt.clean.txt.measures.tsv	400.0	0.07855055730419258	3650.0	0.1387106841115089	0.07891035182878914	0.1387106841115089
hau-x-bible.txt.clean.txt.measures.tsv	350.0	0.0954436401536094	2450.0	0.22381370085573404	0.0954436401536094	0.22381370085573404
hin-x-bible-bsi.txt.clean.txt.measures.tsv	350.0	0.0885901122383157	2600.0	0.21509123212279269	0.0885901122383157	0.21509123212279269
ind-x-bible-suciinjil.txt.clean.txt.measures.tsv	350.0	0.07812547972914374	3450.0	0.1929794208202007	0.07812547972914374	0.1929794208202007
jac-x-bible.txt.clean.txt.measures.tsv	350.0	0.09015422662321759	3300.0	0.24306443711190395	0.09015422662321759	0.24306443711190395
kal-x-bible.txt.clean.txt.measures.tsv	5000.0	0.05812110472697929	450.0	0.06861337396414768	0.06855402874642968	0.05812110472697929
kat-x-bible.txt.clean.txt.measures.tsv	350.0	0.09645524778592218	4200.0	0.17074133876859465	0.09645524778592218	0.17074133876859465
kew-x-bible.txt.clean.txt.measures.tsv	350.0	0.06569693082087413	2500.0	0.18154415972136217	0.06569693082087413	0.18154415972136217
khk-x-bible.txt.clean.txt.measures.tsv	350.0	0.06745205329197723	3750.0	0.12699967728713102	0.06745205329197723	0.12699967728713102
kor-x-bible-revised.txt.clean.txt.measures.tsv	1850.0	0.08532666543780432	350.0	0.11207074724657728	0.11207074724657728	0.08825851253985673
laj-x-bible.txt.clean.txt.measures.tsv	350.0	0.08748415421350697	2300.0	0.19590715789332047	0.08748415421350697	0.19590715789332047
mig-x-bible.txt.clean.txt.measures.tsv	350.0	0.08958241901174313	3300.0	0.2193837257326252	0.08958241901174313	0.2193837257326252
mya-x-bible-common.txt.clean.txt.measures.tsv	400.0	0.07234789311187251	5000.0	0.11161593337225384	0.07241140424412573	0.11161593337225384
mzh-x-bible.txt.clean.txt.measures.tsv	350.0	0.11016527655576558	3300.0	0.24989887574269753	0.11016527655576558	0.24989887574269753
naq-x-bible.txt.clean.txt.measures.tsv	350.0	0.10383847581836414	2800.0	0.23188099776055393	0.10383847581836414	0.23188099776055393
pes-x-bible-2007.txt.clean.txt.measures.tsv	350.0	0.09361174405816919	3350.0	0.1932628475998075	0.09361174405816919	0.1932628475998075
plt-x-bible-romancatholic.txt.clean.txt.measures.tsv	350.0	0.08203261720148125	3100.0	0.20420995380963547	0.08203261720148125	0.20420995380963547
qvi-x-bible.txt.clean.txt.measures.tsv	350.0	0.067618367598973	3800.0	0.1260746543496165	0.067618367598973	0.1260746543496165
rus-x-bible-kulakov.txt.clean.txt.measures.tsv	350.0	0.07865965443453293	4400.0	0.15319047634499627	0.07865965443453293	0.15319047634499627
sag-x-bible.txt.clean.txt.measures.tsv	350.0	0.19096537050800544	1150.0	0.30695982599257987	0.19096537050800544	0.30695982599257987
spa-x-bible-reinavaleracontemporanea.txt.clean.txt.measures.tsv	350.0	0.09488165972305307	3250.0	0.21522115817385568	0.09488165972305307	0.21522115817385568
swh-x-bible-union1997.txt.clean.txt.measures.tsv	350.0	0.07947238016228153	3350.0	0.13066312115453171	0.07947238016228153	0.130554977709456
tgl-x-bible-1996.txt.clean.txt.measures.tsv	350.0	0.10556817462751589	3300.0	0.23628223634728673	0.10556817462751589	0.23628223634728673
tha-x-bible-standard2011.txt.clean.txt.measures.tsv	350.0	0.08516650202569931	2400.0	0.2151266952443912	0.08516650202569931	0.2151266952443912
tur-x-bible-2009.txt.clean.txt.measures.tsv	350.0	0.05964102432569429	4700.0	0.09216131041899189	0.05964102432569429	0.09210192695260433
vie-x-bible-2002.txt.clean.txt.measures.tsv	350.0	0.08681388199713003	1750.0	0.1649012607178968	0.08681388199713003	0.1649012607178968
xsu-x-bible.txt.clean.txt.measures.tsv	350.0	0.1612646569833598	2500.0	0.32478508417156293	0.1612646569833598	0.32478508417156293
yad-x-bible.txt.clean.txt.measures.tsv	350.0	0.0631635198891759	4900.0	0.13772703254877394	0.0631635198891759	0.13772703254877394
yaq-x-bible.txt.clean.txt.measures.tsv	350.0	0.07571188330982082	3650.0	0.20493542841080703	0.07571188330982082	0.20493542841080703
yor-x-bible-2010.txt.clean.txt.measures.tsv	350.0	0.12422697784989056	1950.0	0.24602010213808578	0.12422697784989056	0.24602010213808578
